interaction_id,user_id,user_type,place_id,place_name,source,split,pref_quiet,pref_light,pref_low_crowd,pref_privacy,pref_outlet,pref_distance,pref_thermal_air,pref_control,pref_comfort,pref_deepwork,general_place_type,general_task_type,general_social_mode,general_stay_duration,general_time_slot,general_distraction_noise,general_distraction_crowd,general_distraction_visual,general_distraction_temperature,general_distraction_outlet,general_distraction_distance,general_priority_quiet,general_priority_outlet,general_priority_distance,general_priority_comfort,general_priority_privacy,place_type,task_type,group_size,stay_duration,time_slot,day_type,distance_minutes,weather,indoor_outdoor,visit_frequency,place_quiet,place_light,place_low_crowd,place_low_visual_distraction,place_control,place_comfort,place_outlet,place_task_fit,place_temperature_air,place_seat_availability,quiet_match,light_match,crowd_match,privacy_match,outlet_match,thermal_air_match,control_match,comfort_match,deepwork_task_match,distance_penalty,task_place_fit_match,time_match,satisfaction_score,noise_mean_db,noise_std_db,noise_max_db,noise_p90_db,noise_spike_count,quiet_ratio,light_mean_lux,light_std_lux,light_min_lux,light_max_lux,light_range_lux,too_dark_ratio,too_bright_ratio,vibration_mean,vibration_std,vibration_max,vibration_p95,vibration_spike_count,stillness_ratio,measurement_duration_sec,sample_count,valid_sample_ratio,phone_movement_ratio,noise_level_norm,light_deviation_norm,vibration_level_norm,pref_quiet_x_noise,pref_quiet_x_noise_p90,pref_light_x_light_deviation,pref_comfort_x_vibration,pref_comfort_x_vibration_spike,sensor_quality_score,sensor_environment_score,sensor_penalty_total,sensor_adjustment,satisfaction_score_sensor_v2
I2743,U275,social_collaborative,P109,outdoor_01,synthetic,train,3,4,3,3,3,3,3,4,4,3,coworking_space,deep_study,mostly_group,2_4h,evening,0,0,0,0,0,0,0,0,0,1,0,outdoor,light_reading,solo,1_2h,afternoon,weekday,17.5,clear,outdoor,first_time,2,5,3,3,2,3,1,4,3,3,6,20,9,9,3,9,8,12,1.4,6.6,12,0.5,50.2,50.9,8.34,73.56,60.95,7,0.197,534.8,329.0,260.6,1193.9,933.3,0.076,0.155,0.1267,0.0982,0.4254,0.2959,11,0.01,650,587,0.903,0.156,2.732,1.01,4.924,8.196,8.649,4.041,19.695,20.0,87.59,40.53,11.43,-9.35,40.9
I2744,U275,social_collaborative,P037,cafe_01,synthetic,train,3,4,3,3,3,3,3,4,4,3,coworking_space,deep_study,mostly_group,2_4h,evening,0,0,0,0,0,0,0,0,0,1,0,cafe,meeting,3_4,2_4h,morning,weekend,14.7,rainy,indoor,sometimes,3,4,2,2,2,4,3,4,4,4,9,16,6,6,9,12,8,16,0.6,5.5,12,0.0,59.7,57.45,8.66,81.58,68.38,6,0.034,358.5,221.1,182.3,606.7,424.3,0.214,0.03,0.1159,0.0786,0.397,0.2644,10,0.01,1139,1044,0.916,0.125,3.616,1.65,4.34,10.849,11.126,6.602,17.36,20.0,90.72,34.16,12.33,-9.56,50.1
I2745,U275,social_collaborative,P036,study_room_18,synthetic,train,3,4,3,3,3,3,3,4,4,3,coworking_space,deep_study,mostly_group,2_4h,evening,0,0,0,0,0,0,0,0,0,1,0,study_room,deep_study,2,1_2h,morning,weekend,7.0,rainy,indoor,sometimes,5,4,4,4,4,4,5,5,4,4,15,16,12,12,15,12,16,16,3.0,2.6,15,0.0,71.0,30.0,3.4,39.16,36.0,0,0.935,404.1,96.9,243.1,580.0,336.9,0.149,0.124,0.0463,0.0137,0.1233,0.0706,1,0.638,1331,1227,0.922,0.112,0.0,1.178,0.752,0.0,0.333,4.712,3.009,2.0,92.02,88.49,2.43,0.8,71.8
I2746,U275,social_collaborative,P083,computer_lab_09,synthetic,train,3,4,3,3,3,3,3,4,4,3,coworking_space,deep_study,mostly_group,2_4h,evening,0,0,0,0,0,0,0,0,0,1,0,computer_lab,team_project,5_plus,1_2h,afternoon,weekday,1.0,clear,indoor,often,4,4,3,3,4,3,5,3,4,3,12,16,9,9,15,12,16,12,0.8,0.4,9,0.5,62.5,42.82,2.77,55.65,45.2,0,0.759,564.9,181.7,429.4,976.3,547.0,0.097,0.128,0.0657,0.0296,0.1233,0.1,3,0.332,1133,1090,0.962,0.027,0.857,0.719,1.296,2.572,3.4,2.875,5.183,6.0,97.06,84.03,3.18,0.75,63.3
I2747,U275,social_collaborative,P087,coworking_space_03,synthetic,train,3,4,3,3,3,3,3,4,4,3,coworking_space,deep_study,mostly_group,2_4h,evening,0,0,0,0,0,0,0,0,0,1,0,coworking_space,team_project,5_plus,1_2h,evening,weekend,18.3,rainy,indoor,often,4,4,3,2,5,4,4,5,4,4,12,16,9,6,12,12,20,16,0.8,6.9,15,1.0,65.8,40.99,4.05,54.63,46.16,2,0.741,525.3,100.8,442.8,677.8,235.0,0.065,0.097,0.0518,0.0272,0.1673,0.1074,4,0.441,1050,922,0.878,0.212,0.971,0.503,1.432,2.914,3.72,2.012,5.73,8.0,85.14,78.53,4.42,-0.4,65.4
I2748,U275,social_collaborative,P109,outdoor_01,synthetic,train,3,4,3,3,3,3,3,4,4,3,coworking_space,deep_study,mostly_group,2_4h,evening,0,0,0,0,0,0,0,0,0,1,0,outdoor,team_project,3_4,1_2h,late_night,weekend,14.5,clear,outdoor,rarely,2,5,3,3,2,3,1,3,3,3,6,20,9,9,3,9,8,12,0.8,5.4,9,0.5,57.6,49.67,8.84,75.35,61.44,4,0.402,599.5,286.5,222.4,842.0,619.6,0.063,0.106,0.1217,0.0887,0.4355,0.2674,11,0.01,1484,1378,0.929,0.091,2.79,0.971,4.396,8.371,8.813,3.883,17.585,20.0,93.45,46.47,10.14,-8.28,49.3
I2749,U275,social_collaborative,P041,cafe_05,synthetic,train,3,4,3,3,3,3,3,4,4,3,coworking_space,deep_study,mostly_group,2_4h,evening,0,0,0,0,0,0,0,0,0,1,0,cafe,light_reading,solo,1_2h,late_night,weekend,13.1,cloudy,indoor,often,2,4,2,3,2,4,4,4,4,3,6,16,6,9,12,12,8,16,1.4,4.9,12,0.5,51.4,51.73,7.45,72.04,61.72,6,0.222,586.9,278.3,319.1,1186.1,867.0,0.0,0.163,0.0911,0.0784,0.331,0.2157,8,0.01,1752,1662,0.948,0.051,2.824,0.885,3.44,8.471,8.906,3.541,13.759,16.0,96.8,51.0,9.07,-7.31,44.1
I2750,U275,social_collaborative,P045,cafe_09,synthetic,train,3,4,3,3,3,3,3,4,4,3,coworking_space,deep_study,mostly_group,2_4h,evening,0,0,0,0,0,0,0,0,0,1,0,cafe,light_reading,5_plus,under_1h,evening,weekday,8.9,clear,indoor,often,2,3,2,2,3,3,3,4,3,3,6,12,6,6,9,9,12,12,1.4,3.3,12,1.0,56.2,53.53,6.83,71.97,62.01,4,0.228,682.0,378.3,50.3,1304.4,1254.1,0.015,0.321,0.1056,0.0739,0.3014,0.2377,9,0.01,815,658,0.808,0.369,2.859,1.597,3.846,8.576,9.004,6.389,15.384,18.0,74.65,37.1,12.58,-10.95,45.3
I2751,U276,quiet_deepwork,P015,library_15,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,library,deep_study,solo,2_4h,evening,weekday,15.7,cold,indoor,sometimes,4,4,4,5,2,4,3,5,4,4,16,16,20,25,15,16,6,20,5.0,5.9,25,0.5,79.7,30.0,3.5,37.9,33.45,0,0.957,275.4,90.2,123.4,379.7,256.3,0.453,0.0,0.0461,0.0328,0.1254,0.101,4,0.531,1699,1603,0.944,0.054,0.0,2.235,1.314,0.0,0.0,8.942,6.571,10.0,96.12,76.46,5.45,-4.37,75.3
I2752,U276,quiet_deepwork,P001,library_01,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,library,report_writing,3_4,2_4h,evening,weekday,9.6,cloudy,indoor,rarely,5,4,4,5,2,3,4,4,4,4,20,16,20,25,20,16,6,15,4.3,3.6,20,0.5,78.0,30.0,2.73,39.27,34.2,0,0.98,364.6,106.2,215.4,469.4,254.0,0.256,0.061,0.0667,0.048,0.2008,0.1469,8,0.236,916,877,0.957,0.033,0.0,1.486,2.165,0.0,0.0,5.946,10.826,20.0,95.91,74.05,6.37,-4.22,73.8
I2753,U276,quiet_deepwork,P027,study_room_09,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,study_room,coding,solo,1_2h,early_morning,weekday,3.5,hot,indoor,rarely,5,3,3,4,4,3,3,5,3,3,20,12,15,20,15,12,12,15,4.5,1.3,25,0.0,62.1,30.0,3.66,44.52,33.92,0,0.98,845.7,129.8,630.7,1027.2,396.4,0.0,0.431,0.0572,0.0353,0.1545,0.1111,4,0.437,697,665,0.954,0.047,0.0,1.639,1.503,0.0,0.0,6.557,7.513,10.0,94.75,79.62,4.83,0.61,62.7
I2754,U276,quiet_deepwork,P025,study_room_07,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,study_room,coding,2,over_4h,evening,weekday,9.3,rainy,indoor,rarely,4,4,3,4,4,4,4,5,4,3,16,16,15,20,20,16,12,20,4.5,3.5,25,0.5,67.0,30.0,4.65,45.78,35.13,1,0.978,471.2,125.9,393.9,735.2,341.3,0.099,0.1,0.0407,0.0185,0.1801,0.067,1,0.685,1382,1292,0.935,0.08,0.0,0.826,0.684,0.0,0.056,3.303,3.422,2.5,94.04,90.33,2.23,2.83,69.8
I2755,U276,quiet_deepwork,P096,coworking_space_12,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,coworking_space,deep_study,solo,under_1h,morning,weekday,18.6,cold,indoor,sometimes,3,3,4,3,3,5,5,3,4,3,12,12,20,15,25,16,9,25,5.0,7.0,15,0.0,66.6,32.24,4.37,45.17,37.89,2,0.972,787.7,147.1,557.7,1015.8,458.1,0.0,0.312,0.0492,0.0395,0.1588,0.0965,1,0.525,1238,1201,0.97,0.006,0.0,1.39,1.232,0.0,1.284,5.558,6.158,2.5,98.5,83.89,3.69,0.2,66.8
I2756,U276,quiet_deepwork,P010,library_10,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,library,coding,solo,over_4h,afternoon,weekday,6.3,clear,indoor,rarely,5,5,4,4,3,4,4,5,4,5,20,20,20,20,20,16,9,20,4.5,2.4,25,0.0,76.8,30.0,1.6,37.33,32.26,0,0.922,471.0,108.2,391.4,579.9,188.4,0.135,0.096,0.0322,0.0127,0.085,0.0487,0,0.82,1686,1586,0.941,0.063,0.0,0.839,0.347,0.0,0.0,3.357,1.734,0.0,95.66,93.24,1.49,3.84,80.6
I2757,U276,quiet_deepwork,P082,computer_lab_08,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,computer_lab,online_class,solo,1_2h,afternoon,weekend,1.0,rainy,indoor,first_time,3,4,4,4,3,3,5,4,3,3,12,16,20,20,25,12,9,15,3.3,0.4,12,0.0,65.4,39.31,4.79,53.48,45.5,4,0.752,266.1,10.0,258.2,282.1,23.9,0.426,0.004,0.0731,0.0443,0.1988,0.1384,5,0.116,949,889,0.936,0.073,0.893,2.109,2.007,3.572,4.667,8.436,10.035,12.5,93.21,67.19,7.55,-9.15,56.3
I2758,U276,quiet_deepwork,P081,computer_lab_07,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,computer_lab,report_writing,solo,2_4h,late_night,weekday,1.4,clear,indoor,first_time,4,4,2,3,3,3,4,4,4,3,16,16,10,15,20,16,9,15,4.3,0.5,20,1.0,59.3,33.33,5.76,43.96,40.13,2,0.9,435.5,149.3,224.0,771.7,547.6,0.159,0.047,0.0759,0.0441,0.1944,0.1515,7,0.126,1663,1612,0.969,0.01,0.254,1.055,2.251,1.016,2.282,4.219,11.255,17.5,99.43,75.16,6.08,-3.24,56.1
I2759,U276,quiet_deepwork,P001,library_01,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,library,coding,solo,2_4h,morning,weekday,12.6,cloudy,indoor,sometimes,5,4,4,5,2,3,4,4,4,4,20,16,20,25,20,16,6,15,4.5,4.7,20,0.0,73.0,30.0,3.79,40.54,33.23,0,0.891,228.3,130.0,76.3,382.1,305.8,0.508,0.0,0.0631,0.0361,0.1889,0.1118,4,0.347,1349,1099,0.814,0.355,0.0,2.772,1.514,0.0,0.0,11.088,7.57,10.0,76.93,65.36,8.26,-3.52,69.5
I2760,U276,quiet_deepwork,P033,study_room_15,synthetic,train,4,4,5,5,5,3,4,3,5,5,library,coding,mostly_solo,2_4h,late_night,1,1,1,1,1,0,1,1,0,1,1,study_room,report_writing,solo,under_1h,afternoon,weekday,1.0,cloudy,indoor,sometimes,5,3,4,3,4,4,4,5,5,4,20,12,20,15,20,20,12,20,4.3,0.4,25,0.0,88.9,30.0,1.75,35.07,32.0,0,0.98,530.9,41.3,496.9,564.5,67.6,0.038,0.111,0.031,0.0363,0.1786,0.0918,3,0.764,646,552,0.855,0.266,0.0,0.34,1.145,0.0,0.0,1.361,5.723,7.5,80.8,85.34,3.83,-0.49,88.4
I2761,U277,quiet_deepwork,P008,library_08,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,library,coding,solo,2_4h,evening,weekday,11.5,clear,indoor,rarely,5,5,4,4,2,3,4,4,4,4,20,15,20,16,12,12,8,9,4.5,5.7,20,0.0,68.9,30.0,1.11,38.74,32.0,0,0.975,396.6,136.2,313.6,538.4,224.9,0.161,0.08,0.0768,0.0351,0.2339,0.1258,5,0.111,1387,1331,0.96,0.033,0.0,1.258,1.775,0.0,0.0,3.775,5.324,7.5,97.34,80.06,3.17,-0.16,68.7
I2762,U277,quiet_deepwork,P030,study_room_12,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,study_room,report_writing,2,2_4h,afternoon,weekend,10.4,clear,indoor,first_time,5,4,3,4,3,3,4,5,4,4,20,12,15,16,12,12,12,9,4.3,5.2,25,0.5,66.5,30.0,2.76,37.78,32.0,1,0.937,627.5,179.2,462.9,808.5,345.6,0.013,0.164,0.057,0.0232,0.1742,0.0966,4,0.38,1553,1350,0.87,0.224,0.0,0.841,1.233,0.0,0.0,2.523,3.699,6.0,85.31,82.07,3.23,-0.57,65.9
I2763,U277,quiet_deepwork,P017,library_17,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,library,coding,2,1_2h,morning,weekday,5.1,rainy,indoor,rarely,5,4,4,5,3,3,4,4,5,4,20,12,20,20,12,15,12,9,4.5,2.6,20,1.0,62.2,30.0,2.67,45.34,33.81,0,0.896,313.3,133.9,110.3,613.3,503.1,0.345,0.049,0.0331,0.0116,0.122,0.0505,1,0.797,1220,1175,0.963,0.022,0.0,1.963,0.379,0.0,0.0,5.889,1.138,1.5,97.45,84.8,2.39,-1.5,60.7
I2764,U277,quiet_deepwork,P016,library_16,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,library,deep_study,solo,2_4h,evening,weekday,9.3,clear,indoor,sometimes,5,4,3,5,3,4,3,5,4,4,20,12,15,20,9,12,12,12,5.0,4.7,25,0.0,68.9,30.0,3.26,40.09,34.74,0,0.98,521.1,83.0,432.8,677.6,244.8,0.046,0.12,0.0588,0.0173,0.1396,0.0836,1,0.403,1726,1530,0.887,0.196,0.0,0.483,0.993,0.0,0.0,1.45,2.979,1.5,87.95,90.26,1.76,0.36,69.3
I2765,U277,quiet_deepwork,P002,library_02,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,library,online_class,2,1_2h,afternoon,weekend,7.3,cloudy,indoor,often,5,5,4,4,2,3,4,4,4,4,20,15,20,16,12,12,8,9,3.3,3.6,12,0.5,72.9,30.0,2.63,44.32,34.31,0,0.979,473.1,69.5,401.7,566.1,164.4,0.123,0.026,0.0543,0.0284,0.2287,0.1145,4,0.428,1782,1650,0.926,0.102,0.0,0.653,1.565,0.0,0.0,1.959,4.694,6.0,93.72,85.8,2.26,0.36,73.3
I2766,U277,quiet_deepwork,P004,library_04,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,library,deep_study,solo,under_1h,morning,weekend,1.0,rainy,indoor,sometimes,5,3,3,4,2,4,4,5,3,4,20,9,15,16,12,9,8,12,5.0,0.5,25,1.0,74.9,30.0,3.01,37.61,33.86,0,0.907,679.2,163.0,551.0,971.1,420.1,0.0,0.2,0.0617,0.0538,0.211,0.1567,6,0.379,1604,1516,0.945,0.065,0.0,0.991,2.346,0.0,0.0,2.974,7.039,9.0,95.84,78.62,3.41,0.32,75.2
I2767,U277,quiet_deepwork,P071,classroom_09,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,classroom,report_writing,solo,over_4h,afternoon,weekend,13.0,clear,indoor,sometimes,3,3,3,3,3,3,3,3,3,4,12,9,15,12,9,9,12,9,4.3,6.5,15,0.5,44.2,39.43,5.88,50.23,46.45,1,0.763,791.5,187.7,642.6,1058.7,416.0,0.0,0.387,0.0609,0.0401,0.1711,0.1349,5,0.341,1288,1250,0.97,0.01,1.006,1.57,1.943,4.025,5.09,4.71,5.828,7.5,98.57,72.22,4.64,-5.2,39.0
I2768,U277,quiet_deepwork,P004,library_04,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,library,coding,solo,over_4h,late_night,weekend,4.0,hot,indoor,sometimes,5,3,3,4,2,4,4,4,3,4,20,9,15,16,12,9,8,12,4.5,2.0,20,0.0,63.3,30.0,4.56,40.83,33.99,2,0.939,719.9,184.3,449.0,1141.6,692.6,0.0,0.278,0.0402,0.0276,0.1151,0.0818,1,0.661,1557,1399,0.899,0.167,0.0,1.244,0.96,0.0,0.0,3.731,2.88,1.5,89.26,84.62,2.64,0.61,63.9
I2769,U277,quiet_deepwork,P003,library_03,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,library,coding,solo,1_2h,morning,weekday,1.9,clear,indoor,sometimes,5,3,4,5,3,3,4,4,4,4,20,9,20,20,12,12,12,9,4.5,0.9,20,1.0,76.7,30.0,3.04,41.03,34.85,0,0.969,627.3,243.6,337.2,925.9,588.7,0.027,0.181,0.0594,0.0348,0.224,0.1222,5,0.406,1679,1616,0.962,0.026,0.0,1.011,1.707,0.0,0.0,3.034,5.121,7.5,98.48,81.92,2.88,-2.81,73.9
I2770,U277,quiet_deepwork,P005,library_05,synthetic,valid,4,3,5,4,3,4,3,4,3,5,study_room,team_project,mostly_solo,2_4h,morning,1,1,1,0,0,1,1,0,1,0,1,library,coding,5_plus,2_4h,afternoon,weekday,3.4,clear,indoor,sometimes,5,4,4,5,3,4,4,4,4,4,20,12,20,20,12,12,12,12,4.5,1.7,20,0.5,66.4,30.0,3.65,47.51,36.27,2,0.93,483.5,192.2,166.2,640.5,474.3,0.096,0.092,0.0295,0.0156,0.0984,0.054,0,0.852,1241,1191,0.959,0.033,0.0,0.892,0.444,0.0,0.564,2.676,1.331,0.0,96.94,91.11,1.46,2.42,68.8
I2771,U278,quiet_deepwork,P110,outdoor_02,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,outdoor,coding,solo,2_4h,afternoon,weekday,7.3,cloudy,outdoor,sometimes,3,4,3,3,2,3,2,2,2,3,15,16,12,12,10,8,8,15,4.5,2.7,10,1.0,51.4,45.75,7.56,61.82,53.84,3,0.544,978.8,186.9,720.2,1257.0,536.7,0.0,0.572,0.1216,0.0815,0.3824,0.2544,10,0.01,1033,944,0.914,0.125,1.885,2.215,4.155,9.427,10.465,8.86,20.777,25.0,90.22,45.89,13.45,-11.91,39.5
I2772,U278,quiet_deepwork,P024,study_room_06,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,study_room,meeting,2,1_2h,afternoon,weekday,1.0,clear,indoor,first_time,4,4,3,4,3,4,4,5,4,3,20,16,12,16,20,16,12,20,1.0,0.4,15,1.0,64.8,31.5,5.15,44.16,38.06,3,0.954,604.5,143.2,424.3,854.2,429.9,0.006,0.14,0.0433,0.0254,0.126,0.0925,1,0.642,1647,1547,0.939,0.063,0.007,0.655,1.158,0.033,1.698,2.621,5.791,2.5,95.42,88.21,2.87,2.43,67.2
I2773,U278,quiet_deepwork,P097,dorm_lounge_01,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,dorm_lounge,light_reading,solo,2_4h,early_morning,weekday,10.8,clear,indoor,sometimes,3,3,3,2,3,4,5,4,4,2,15,12,12,8,25,16,12,20,2.3,4.1,12,0.0,60.1,41.65,6.72,57.89,47.89,4,0.666,717.7,240.4,398.0,956.4,558.4,0.033,0.271,0.0801,0.0236,0.2299,0.1239,3,0.162,735,683,0.929,0.101,1.178,1.391,1.74,5.888,7.162,5.563,8.698,7.5,91.42,72.52,6.7,-2.19,57.9
I2774,U278,quiet_deepwork,P072,classroom_10,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,classroom,report_writing,solo,2_4h,morning,weekend,17.9,clear,indoor,rarely,3,3,4,3,3,3,4,3,3,3,15,12,16,12,20,12,12,15,4.3,6.7,15,0.5,56.5,39.64,3.79,54.85,45.39,1,0.79,892.3,200.1,610.0,1093.7,483.7,0.041,0.519,0.0746,0.0515,0.2162,0.162,6,0.176,1374,1271,0.925,0.106,0.88,2.054,2.445,4.399,5.773,8.217,12.226,15.0,92.49,67.1,7.96,-3.03,53.5
I2775,U278,quiet_deepwork,P080,computer_lab_06,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,computer_lab,deep_study,solo,2_4h,morning,weekday,1.0,clear,indoor,first_time,4,4,4,3,3,4,4,4,4,3,20,16,16,12,20,16,12,20,5.0,0.4,20,0.5,72.6,30.0,3.42,43.04,35.0,0,0.98,672.3,168.7,534.8,858.8,323.9,0.032,0.281,0.0584,0.0449,0.2419,0.1472,6,0.427,668,649,0.972,0.0,0.0,1.127,2.17,0.0,0.0,4.51,10.849,15.0,97.37,78.4,5.35,0.8,73.4
I2776,U278,quiet_deepwork,P045,cafe_09,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,cafe,coding,3_4,2_4h,afternoon,weekday,8.7,clear,indoor,sometimes,2,3,2,2,3,3,3,4,3,3,10,12,8,8,15,12,12,15,4.5,3.3,20,1.0,48.9,56.04,8.51,77.3,64.68,5,0.072,937.5,343.9,482.5,1280.1,797.6,0.058,0.607,0.1002,0.0592,0.2638,0.1918,8,0.012,1265,1195,0.945,0.065,3.176,2.572,2.997,15.88,16.488,10.287,14.985,20.0,95.0,39.81,14.77,-15.24,33.7
I2777,U278,quiet_deepwork,P032,study_room_14,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,study_room,report_writing,solo,2_4h,morning,weekday,18.1,hot,indoor,first_time,4,4,4,4,4,3,4,4,4,4,20,16,16,16,20,16,16,15,4.3,6.8,20,0.5,74.7,30.0,4.03,39.81,34.01,0,0.956,542.7,175.6,263.9,763.8,499.9,0.016,0.117,0.0488,0.0134,0.1164,0.0752,2,0.559,1245,1042,0.837,0.306,0.0,0.537,0.837,0.0,0.0,2.15,4.183,5.0,79.81,85.78,3.64,1.4,76.1
I2778,U278,quiet_deepwork,P014,library_14,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,library,report_writing,solo,2_4h,evening,weekday,7.2,cold,indoor,sometimes,5,4,5,4,3,4,4,5,4,4,25,16,20,16,20,16,12,20,4.3,2.7,25,0.5,89.7,30.0,1.0,38.93,32.0,0,0.98,651.5,101.8,557.7,733.1,175.4,0.0,0.226,0.03,0.022,0.1274,0.0578,0,0.814,690,649,0.94,0.071,0.0,0.817,0.515,0.0,0.0,3.266,2.573,0.0,92.97,92.75,1.63,-0.5,89.2
I2779,U278,quiet_deepwork,P028,study_room_10,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,study_room,deep_study,3_4,1_2h,afternoon,weekday,18.7,cloudy,indoor,sometimes,4,4,3,3,4,4,5,4,4,3,20,16,12,12,25,16,16,20,5.0,7.0,20,1.0,75.9,30.0,3.93,39.23,34.33,0,0.949,606.9,43.3,558.7,660.4,101.7,0.03,0.142,0.0476,0.0346,0.1717,0.1083,3,0.531,1049,955,0.911,0.141,0.0,0.501,1.449,0.0,0.0,2.006,7.247,7.5,89.67,87.17,3.25,0.04,75.9
I2780,U278,quiet_deepwork,P004,library_04,synthetic,valid,5,4,4,4,5,3,4,4,5,5,home,deep_study,mostly_solo,under_1h,afternoon,1,1,1,1,1,0,1,1,0,1,1,library,deep_study,solo,2_4h,morning,weekend,2.4,clear,indoor,sometimes,5,3,3,4,2,4,4,5,3,4,25,12,12,16,20,12,8,20,5.0,0.9,25,0.5,82.0,30.0,3.13,42.1,33.71,0,0.98,784.0,185.7,584.0,1200.7,616.6,0.0,0.333,0.0405,0.0531,0.2314,0.1368,5,0.633,1066,958,0.898,0.17,0.0,1.482,1.979,0.0,0.0,5.929,9.893,12.5,87.93,75.98,5.87,-1.56,80.4
I2781,U279,balanced,P027,study_room_09,synthetic,train,4,4,4,5,4,4,4,4,4,4,computer_lab,report_writing,mostly_solo,2_4h,afternoon,1,1,1,1,1,1,1,1,1,1,1,study_room,deep_study,3_4,1_2h,afternoon,weekday,7.1,cold,indoor,sometimes,5,3,3,4,4,3,3,4,3,3,20,12,12,20,12,12,16,12,4.0,3.6,16,1.0,75.8,30.0,3.14,40.94,35.2,0,0.941,824.2,89.3,756.2,904.6,148.4,0.0,0.388,0.0301,0.003,0.0721,0.0405,2,0.796,1521,1406,0.925,0.111,0.0,1.456,0.194,0.0,0.088,5.824,0.777,4.0,92.76,87.77,2.57,-0.65,75.1
