interaction_id,user_id,user_type,place_id,place_name,source,split,pref_quiet,pref_light,pref_low_crowd,pref_privacy,pref_outlet,pref_distance,pref_thermal_air,pref_control,pref_comfort,pref_deepwork,general_place_type,general_task_type,general_social_mode,general_stay_duration,general_time_slot,general_distraction_noise,general_distraction_crowd,general_distraction_visual,general_distraction_temperature,general_distraction_outlet,general_distraction_distance,general_priority_quiet,general_priority_outlet,general_priority_distance,general_priority_comfort,general_priority_privacy,place_type,task_type,group_size,stay_duration,time_slot,day_type,distance_minutes,weather,indoor_outdoor,visit_frequency,place_quiet,place_light,place_low_crowd,place_low_visual_distraction,place_control,place_comfort,place_outlet,place_task_fit,place_temperature_air,place_seat_availability,quiet_match,light_match,crowd_match,privacy_match,outlet_match,thermal_air_match,control_match,comfort_match,deepwork_task_match,distance_penalty,task_place_fit_match,time_match,satisfaction_score
I2179,U218,quiet_deepwork,P027,study_room_09,synthetic,test,5,4,5,5,4,4,4,3,5,5,library,deep_study,mostly_solo,1_2h,morning,1,1,1,1,1,1,1,1,1,1,1,study_room,report_writing,solo,1_2h,evening,weekend,9.7,cloudy,indoor,often,5,3,3,4,4,3,3,4,3,3,25,12,15,20,12,12,12,15,4.3,4.9,20,0,86.5
I2180,U218,quiet_deepwork,P051,cafe_15,synthetic,test,5,4,5,5,4,4,4,3,5,5,library,deep_study,mostly_solo,1_2h,morning,1,1,1,1,1,1,1,1,1,1,1,cafe,online_class,3_4,1_2h,afternoon,weekend,14.5,cloudy,indoor,often,3,4,2,3,3,4,3,3,4,3,15,16,10,15,12,16,9,20,3.3,7.3,9,0.5,68.2
I2181,U219,comfort_oriented,P036,study_room_18,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,study_room,deep_study,solo,2_4h,early_morning,weekday,14.0,hot,indoor,often,5,4,4,4,4,4,5,5,4,4,20,16,16,12,20,20,20,20,4.0,5.2,20,1,86.2
I2182,U219,comfort_oriented,P031,study_room_13,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,study_room,report_writing,solo,2_4h,afternoon,weekday,1.0,rainy,indoor,first_time,5,4,4,4,4,4,4,4,5,4,20,16,16,12,16,25,20,20,3.4,0.4,16,0,86.6
I2183,U219,comfort_oriented,P019,study_room_01,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,study_room,report_writing,solo,2_4h,early_morning,weekend,13.4,rainy,indoor,sometimes,4,3,4,4,3,4,4,5,4,4,16,12,16,12,16,20,15,20,3.4,5.0,20,1,70.8
I2184,U219,comfort_oriented,P042,cafe_06,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,cafe,light_reading,solo,1_2h,evening,weekday,11.4,cloudy,indoor,often,3,4,2,3,2,4,3,3,4,3,12,16,8,9,12,20,10,20,1.8,4.3,9,0,76.0
I2185,U219,comfort_oriented,P024,study_room_06,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,study_room,report_writing,solo,2_4h,evening,weekend,5.8,clear,indoor,rarely,4,4,3,4,3,4,4,4,4,3,16,16,12,12,16,20,15,20,3.4,2.2,16,0,79.7
I2186,U219,comfort_oriented,P108,dorm_lounge_12,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,dorm_lounge,online_class,2,2_4h,early_morning,weekday,11.4,clear,indoor,sometimes,2,4,3,3,3,3,3,4,3,3,8,16,12,9,12,15,15,15,2.6,4.3,12,1,63.7
I2187,U219,comfort_oriented,P036,study_room_18,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,study_room,online_class,solo,under_1h,evening,weekend,5.7,clear,indoor,often,5,4,4,4,4,4,5,4,4,4,20,16,16,12,20,20,20,20,2.6,2.1,12,0,82.8
I2188,U219,comfort_oriented,P060,home_06,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,home,light_reading,solo,1_2h,afternoon,weekday,12.3,rainy,indoor,sometimes,4,3,5,5,4,5,5,5,4,5,16,12,20,15,20,20,20,25,1.8,4.6,15,0,81.8
I2189,U219,comfort_oriented,P018,library_18,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,library,light_reading,solo,under_1h,early_morning,weekend,10.8,hot,indoor,often,5,4,3,4,3,3,4,4,4,3,20,16,12,12,16,20,15,15,1.8,4.0,12,1,63.9
I2190,U219,comfort_oriented,P093,coworking_space_09,synthetic,train,4,4,4,3,4,3,5,5,5,4,classroom,meeting,mostly_solo,2_4h,early_morning,1,1,0,1,1,0,1,1,0,1,0,coworking_space,online_class,solo,2_4h,afternoon,weekday,11.7,clear,indoor,sometimes,3,4,2,3,4,4,4,4,4,3,12,16,8,9,16,20,20,20,2.6,4.4,12,0,60.7
I2191,U220,social_collaborative,P114,outdoor_06,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,outdoor,meeting,3_4,1_2h,afternoon,weekend,10.2,clear,outdoor,first_time,3,4,3,3,2,2,1,2,3,3,9,12,9,9,5,9,4,8,0.6,3.8,6,0.5,54.3
I2192,U220,social_collaborative,P082,computer_lab_08,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,computer_lab,online_class,solo,1_2h,afternoon,weekday,1.0,cloudy,indoor,sometimes,3,4,4,4,3,3,5,4,3,3,9,12,12,12,25,9,6,12,2.0,0.4,12,0.5,77.4
I2193,U220,social_collaborative,P080,computer_lab_06,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,computer_lab,team_project,3_4,1_2h,afternoon,weekday,10.6,cold,indoor,sometimes,4,4,4,3,3,4,4,5,4,3,12,12,12,9,20,12,6,16,0.8,4.0,15,0.5,58.0
I2194,U220,social_collaborative,P077,computer_lab_03,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,computer_lab,light_reading,solo,1_2h,evening,weekday,15.1,cloudy,indoor,first_time,4,3,3,3,2,3,4,3,4,4,12,9,9,9,20,12,4,12,1.4,5.7,9,1,45.9
I2195,U220,social_collaborative,P032,study_room_14,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,study_room,meeting,3_4,2_4h,evening,weekend,16.8,clear,indoor,often,4,4,4,4,4,3,4,4,4,4,12,12,12,12,20,12,8,12,0.6,6.3,12,1,72.5
I2196,U220,social_collaborative,P031,study_room_13,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,study_room,meeting,2,2_4h,afternoon,weekday,2.8,clear,indoor,sometimes,5,4,4,4,4,4,4,5,5,4,15,12,12,12,20,15,8,16,0.6,1.0,15,0.5,75.5
I2197,U220,social_collaborative,P092,coworking_space_08,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,coworking_space,meeting,3_4,under_1h,morning,weekend,1.0,cloudy,indoor,rarely,2,4,3,4,3,4,4,5,4,3,6,12,9,12,20,12,6,16,0.6,0.4,15,0,65.8
I2198,U220,social_collaborative,P042,cafe_06,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,cafe,meeting,3_4,2_4h,morning,weekday,11.0,hot,indoor,often,3,4,2,3,2,4,3,4,4,3,9,12,6,9,15,12,4,16,0.6,4.1,12,0,58.7
I2199,U220,social_collaborative,P086,coworking_space_02,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,coworking_space,meeting,5_plus,1_2h,afternoon,weekend,16.8,clear,indoor,first_time,3,4,4,4,5,3,4,5,4,4,9,12,12,12,20,12,10,12,0.6,6.3,15,0.5,56.2
I2200,U220,social_collaborative,P099,dorm_lounge_03,synthetic,test,3,3,3,3,5,3,3,2,4,3,dorm_lounge,meeting,mostly_group,1_2h,evening,0,0,0,0,1,0,0,1,0,1,0,dorm_lounge,deep_study,solo,2_4h,late_night,weekend,10.7,rainy,indoor,rarely,4,4,3,3,3,3,4,3,3,3,12,12,9,9,20,9,6,12,3.0,4.0,9,0.5,60.3
I2201,U221,social_collaborative,P089,coworking_space_05,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,coworking_space,meeting,2,1_2h,evening,weekend,19.9,cloudy,indoor,often,3,5,4,3,4,4,5,5,4,3,9,20,8,6,20,12,12,20,0.4,10.0,15,0,62.9
I2202,U221,social_collaborative,P069,classroom_07,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,classroom,team_project,3_4,over_4h,afternoon,weekday,14.5,clear,indoor,often,3,4,3,3,3,3,3,3,3,4,9,16,6,6,12,9,9,15,0.5,7.2,9,0.5,52.9
I2203,U221,social_collaborative,P039,cafe_03,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,cafe,team_project,5_plus,1_2h,morning,weekday,13.3,cloudy,indoor,often,3,4,2,3,2,4,3,4,4,4,9,16,4,6,12,12,6,20,0.5,6.6,12,1,56.8
I2204,U221,social_collaborative,P033,study_room_15,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,study_room,deep_study,solo,over_4h,afternoon,weekday,1.0,clear,indoor,sometimes,5,3,4,3,4,4,4,4,5,4,15,12,8,6,16,15,12,20,2.0,0.5,8,0.5,63.2
I2205,U221,social_collaborative,P029,study_room_11,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,study_room,team_project,5_plus,1_2h,evening,weekday,13.8,clear,indoor,often,4,4,3,4,2,4,4,4,4,3,12,16,6,8,16,12,6,20,0.5,6.9,12,0,44.3
I2206,U221,social_collaborative,P026,study_room_08,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,study_room,online_class,solo,1_2h,morning,weekend,13.7,clear,indoor,sometimes,4,5,4,4,5,4,4,4,4,3,12,20,8,8,16,12,15,20,1.3,6.9,12,1,56.1
I2207,U221,social_collaborative,P020,study_room_02,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,study_room,meeting,5_plus,under_1h,morning,weekend,6.3,cloudy,indoor,first_time,4,4,4,5,3,4,4,4,4,4,12,16,8,10,16,12,9,20,0.4,3.2,12,1,64.8
I2208,U221,social_collaborative,P021,study_room_03,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,study_room,team_project,3_4,under_1h,early_morning,weekday,15.7,rainy,indoor,sometimes,5,4,4,4,3,4,4,4,4,2,15,16,8,8,16,12,9,20,0.5,7.9,12,0.5,74.6
I2209,U221,social_collaborative,P023,study_room_05,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,study_room,team_project,3_4,1_2h,morning,weekend,17.9,cloudy,indoor,sometimes,5,4,3,4,4,4,3,4,4,4,15,16,6,8,12,12,12,20,0.5,9.0,12,1,58.5
I2210,U221,social_collaborative,P115,outdoor_07,synthetic,train,3,4,2,2,4,4,3,3,5,2,study_room,team_project,mostly_group,1_2h,morning,0,0,0,0,1,1,0,1,1,1,0,outdoor,meeting,2,1_2h,afternoon,weekday,12.9,rainy,outdoor,first_time,3,4,3,3,1,3,1,2,2,3,9,16,6,6,4,6,3,15,0.4,6.5,6,0.5,23.0
I2211,U222,quiet_deepwork,P003,library_03,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,library,coding,solo,2_4h,afternoon,weekday,1.0,cloudy,indoor,rarely,5,3,4,5,3,3,4,5,4,4,25,12,16,20,16,20,9,12,4.5,0.4,25,1,86.8
I2212,U222,quiet_deepwork,P021,study_room_03,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,study_room,deep_study,solo,1_2h,afternoon,weekday,20.3,clear,indoor,sometimes,5,4,4,4,3,4,4,4,4,2,25,16,16,16,16,20,9,16,5.0,7.6,20,1,79.6
I2213,U222,quiet_deepwork,P082,computer_lab_08,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,computer_lab,report_writing,solo,1_2h,afternoon,weekday,1.0,cloudy,indoor,rarely,3,4,4,4,3,3,5,4,3,3,15,16,16,16,20,15,9,12,4.3,0.4,20,1,76.3
I2214,U222,quiet_deepwork,P007,library_07,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,library,coding,solo,2_4h,afternoon,weekday,15.2,clear,indoor,sometimes,5,4,3,4,3,3,4,5,4,4,25,16,12,16,16,20,9,12,4.5,5.7,25,1,68.8
I2215,U222,quiet_deepwork,P058,home_04,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,home,coding,solo,2_4h,afternoon,weekday,19.9,cloudy,indoor,often,4,3,4,3,4,5,4,3,4,4,20,12,16,12,16,20,12,20,4.5,7.5,15,1,62.6
I2216,U222,quiet_deepwork,P102,dorm_lounge_06,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,dorm_lounge,deep_study,solo,2_4h,afternoon,weekday,19.0,clear,indoor,often,3,3,3,3,3,3,4,3,4,4,15,12,12,12,16,20,9,12,5.0,7.1,15,1,63.6
I2217,U222,quiet_deepwork,P027,study_room_09,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,study_room,team_project,3_4,under_1h,evening,weekday,5.8,cloudy,indoor,first_time,5,3,3,4,4,3,3,5,3,3,25,12,12,16,12,15,12,12,1.3,2.2,15,0.5,71.2
I2218,U222,quiet_deepwork,P036,study_room_18,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,study_room,report_writing,solo,over_4h,morning,weekend,16.0,clear,indoor,first_time,5,4,4,4,4,4,5,4,4,4,25,16,16,16,20,20,12,16,4.3,6.0,20,0.5,76.1
I2219,U222,quiet_deepwork,P017,library_17,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,library,deep_study,solo,2_4h,morning,weekday,12.2,cold,indoor,rarely,5,4,4,5,3,3,4,5,5,4,25,16,16,20,16,25,9,12,5.0,4.6,25,0.5,77.0
I2220,U222,quiet_deepwork,P024,study_room_06,synthetic,train,5,4,4,4,4,3,5,3,4,5,home,coding,mostly_solo,1_2h,afternoon,1,1,1,1,1,0,1,1,0,1,1,study_room,deep_study,solo,2_4h,afternoon,weekday,9.4,clear,indoor,sometimes,4,4,3,4,3,4,4,4,4,3,20,16,12,16,16,20,9,16,5.0,3.5,20,1,83.8
I2221,U223,social_collaborative,P092,coworking_space_08,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,coworking_space,meeting,3_4,1_2h,afternoon,weekday,6.0,cloudy,indoor,rarely,2,4,3,4,3,4,4,4,4,3,4,16,6,12,16,16,12,20,0.8,3.0,12,1,70.8
I2222,U223,social_collaborative,P047,cafe_11,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,cafe,team_project,2,under_1h,late_night,weekday,9.3,rainy,indoor,sometimes,3,4,3,3,2,4,3,5,4,3,6,16,6,9,12,16,8,20,1.0,4.7,15,0,53.1
I2223,U223,social_collaborative,P034,study_room_16,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,study_room,team_project,3_4,1_2h,morning,weekend,6.2,cloudy,indoor,first_time,4,4,4,4,4,3,4,5,5,3,8,16,8,12,16,20,16,15,1.0,3.1,15,0.5,62.5
I2224,U223,social_collaborative,P049,cafe_13,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,cafe,team_project,3_4,2_4h,evening,weekday,13.5,clear,indoor,often,3,4,2,3,3,3,2,5,4,2,6,16,4,9,8,16,12,15,1.0,6.7,15,0.5,60.2
I2225,U223,social_collaborative,P066,classroom_04,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,classroom,coding,solo,2_4h,morning,weekday,9.7,clear,indoor,sometimes,3,4,4,3,3,3,4,4,3,4,6,16,8,9,16,12,12,15,3.6,4.9,16,0.5,66.0
I2226,U223,social_collaborative,P082,computer_lab_08,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,computer_lab,light_reading,solo,1_2h,afternoon,weekday,4.1,clear,indoor,often,3,4,4,4,3,3,5,3,3,3,6,16,8,12,20,12,12,15,1.8,2.0,9,1,69.8
I2227,U223,social_collaborative,P008,library_08,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,library,team_project,3_4,2_4h,evening,weekend,14.5,rainy,indoor,often,5,5,4,4,2,3,4,3,4,4,10,20,8,12,16,16,8,15,1.0,7.3,9,0.5,62.8
I2228,U223,social_collaborative,P036,study_room_18,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,study_room,team_project,3_4,2_4h,afternoon,weekday,10.4,rainy,indoor,sometimes,5,4,4,4,4,4,5,5,4,4,10,16,8,12,20,16,16,20,1.0,5.2,15,1,67.4
I2229,U223,social_collaborative,P092,coworking_space_08,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,coworking_space,team_project,2,2_4h,afternoon,weekday,6.9,clear,indoor,often,2,4,3,4,3,4,4,4,4,3,4,16,6,12,16,16,12,20,1.0,3.5,12,1,55.5
I2230,U223,social_collaborative,P073,classroom_11,synthetic,test,2,4,2,3,4,4,4,4,5,4,cafe,meeting,mostly_group,under_1h,afternoon,0,0,0,1,1,1,0,1,1,1,0,classroom,report_writing,solo,2_4h,evening,weekday,8.7,clear,indoor,sometimes,4,5,3,3,4,3,3,3,3,4,8,20,6,9,12,12,16,15,3.4,4.3,12,0.5,58.9
I2231,U224,balanced,P044,cafe_08,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,cafe,coding,solo,over_4h,early_morning,weekday,17.1,cloudy,indoor,first_time,3,4,3,4,2,4,3,5,4,2,12,12,12,12,12,20,8,16,4.5,8.6,25,1,58.3
I2232,U224,balanced,P108,dorm_lounge_12,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,dorm_lounge,online_class,solo,1_2h,afternoon,weekend,8.1,clear,indoor,rarely,2,4,3,3,3,3,3,3,3,3,8,12,12,9,12,15,12,12,3.3,4.0,9,0,52.1
I2233,U224,balanced,P058,home_04,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,home,report_writing,solo,2_4h,morning,weekend,13.4,rainy,indoor,often,4,3,4,3,4,5,4,5,4,4,16,9,16,9,16,20,16,20,4.3,6.7,25,0.5,79.4
I2234,U224,balanced,P031,study_room_13,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,study_room,coding,solo,1_2h,early_morning,weekend,1.0,clear,indoor,rarely,5,4,4,4,4,4,4,4,5,4,20,12,16,12,16,25,16,16,4.5,0.5,20,1,80.5
I2235,U224,balanced,P002,library_02,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,library,deep_study,solo,2_4h,afternoon,weekday,11.9,cloudy,indoor,rarely,5,5,4,4,2,3,4,5,4,4,20,15,16,12,16,20,8,12,5.0,5.9,25,0,69.6
I2236,U224,balanced,P025,study_room_07,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,study_room,report_writing,solo,2_4h,early_morning,weekday,3.5,cloudy,indoor,first_time,4,4,3,4,4,4,4,4,4,3,16,12,12,12,16,20,16,16,4.3,1.8,20,1,66.5
I2237,U224,balanced,P068,classroom_06,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,classroom,deep_study,solo,over_4h,late_night,weekend,15.4,rainy,indoor,first_time,3,4,3,3,2,3,3,3,2,4,12,12,12,9,12,10,8,12,5.0,7.7,15,0,59.2
I2238,U224,balanced,P075,computer_lab_01,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,computer_lab,deep_study,solo,1_2h,morning,weekday,7.3,rainy,indoor,often,3,3,3,4,3,4,5,4,3,3,12,9,12,12,20,15,12,16,5.0,3.6,20,0.5,71.9
I2239,U224,balanced,P055,home_01,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,home,coding,solo,2_4h,afternoon,weekday,12.9,cloudy,indoor,rarely,4,3,5,4,4,5,5,5,4,5,16,9,20,12,20,20,16,20,4.5,6.5,25,0,79.8
I2240,U224,balanced,P027,study_room_09,synthetic,train,4,3,4,3,4,4,5,4,4,5,classroom,coding,mostly_solo,2_4h,early_morning,1,1,0,1,1,1,1,1,1,1,0,study_room,coding,solo,2_4h,evening,weekday,4.0,clear,indoor,sometimes,5,3,3,4,4,3,3,5,3,3,20,9,12,12,12,15,16,12,4.5,2.0,25,0,74.9
I2241,U225,social_collaborative,P030,study_room_12,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,study_room,online_class,solo,1_2h,early_morning,weekday,13.0,clear,indoor,sometimes,5,4,3,4,3,3,4,4,4,4,20,16,6,12,16,16,9,12,2.6,4.9,12,0,59.5
I2242,U225,social_collaborative,P020,study_room_02,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,study_room,team_project,5_plus,1_2h,morning,weekday,5.3,cloudy,indoor,often,4,4,4,5,3,4,4,5,4,4,16,16,8,15,16,16,9,16,1.0,2.0,15,0.5,80.1
I2243,U225,social_collaborative,P091,coworking_space_07,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,coworking_space,team_project,2,under_1h,afternoon,weekend,15.9,clear,indoor,first_time,4,4,4,3,4,5,4,5,3,4,16,16,8,9,16,12,12,20,1.0,6.0,15,1,53.9
I2244,U225,social_collaborative,P084,computer_lab_10,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,computer_lab,team_project,3_4,1_2h,afternoon,weekday,9.3,clear,indoor,sometimes,4,4,3,4,3,3,4,3,3,2,16,16,6,12,16,12,9,12,1.0,3.5,9,1,66.7
I2245,U225,social_collaborative,P083,computer_lab_09,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,computer_lab,report_writing,solo,2_4h,morning,weekend,1.3,cold,indoor,sometimes,4,4,3,3,4,3,5,3,4,3,16,16,6,9,20,16,12,12,3.4,0.5,12,0.5,64.3
I2246,U225,social_collaborative,P031,study_room_13,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,study_room,report_writing,solo,2_4h,late_night,weekend,6.0,clear,indoor,first_time,5,4,4,4,4,4,4,5,5,4,20,16,8,12,16,20,12,16,3.4,2.3,20,0,76.5
I2247,U225,social_collaborative,P024,study_room_06,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,study_room,team_project,2,over_4h,late_night,weekday,7.6,cloudy,indoor,sometimes,4,4,3,4,3,4,4,5,4,3,16,16,6,12,16,16,9,16,1.0,2.9,15,0,68.9
I2248,U225,social_collaborative,P043,cafe_07,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,cafe,report_writing,solo,over_4h,late_night,weekday,1.9,hot,indoor,rarely,2,5,3,3,2,4,3,4,3,3,8,20,6,9,12,12,6,16,3.4,0.7,16,0,61.1
I2249,U225,social_collaborative,P072,classroom_10,synthetic,train,4,4,2,3,4,3,4,3,4,4,home,team_project,mostly_group,2_4h,afternoon,1,0,0,1,1,0,1,1,0,1,0,classroom,light_reading,2,1_2h,afternoon,weekday,8.6,hot,indoor,rarely,3,3,4,3,3,3,4,4,3,3,12,12,8,9,16,12,9,12,1.8,3.2,12,1,48.4
